MaCK,SanCK,EPS,PE,ROA,ROE,Beta,KhoiLuongLuuHanh,KhoiLuongNiemYet,CoPhieuQuy,NuocNgoaiSoHuu,VonThiTruong,DoanhThu-ttm(Trieu),LNST-ttm,VonCSH,TongNo,TongTaiSan,,,,
HGC,HASTC,72.71,0.1,4680%,5640%,0.00,55000,55000,0,0,550000,0,0,7090,1455,8544,,,,
HGM,HASTC,1.41,29.8,966%,1107%,-0.01,12600000,12600000,0,6174000,529200000,101364,0,160631,23391,184023,,,,
HGR,HASTC,,0.0,0%,0%,0.00,10000,10000,0,0,100000,0,0,,,,,,,
HGT,HASTC,-2.29,-4.4,-2118%,-2654%,0.00,20000000,20000000,0,0,200000000,20521,0,172723,43663,216386,,,,
HGW,HASTC,0.58,13.8,305%,373%,0.65,24878291,24878291,0,0,199026328,220334,4852,387268,86614,473882,,,,
HHC,HASTC,2.39,32.3,341%,854%,1.17,16425000,16425000,0,8048250,1268009950,1463002,0,459044,689227,1148272,,,,
HHG,HASTC,-1.82,-1.5,-1581%,-2301%,2.60,34896354,34896354,0,14131661,97709790,105483,-14212,276263,125805,402068,,,,
HHN,HASTC,0.05,132.0,25%,36%,0.00,1440000,1440000,0,0,9504000,0,0,19026,8286,27312,,,,
HHP,HOSE,1.34,7.6,493%,1009%,1.24,18000000,18000000,0,0,182699993,566134,24089,238692,249563,488255,,,,
HHR,HASTC,2.51,0.2,333%,1869%,0.07,1380000,1380000,0,0,552000,72853,660,16557,73254,89810,,,,
HHS,HOSE,0.98,6.0,675%,711%,1.68,274744063,274744063,0,134624590,1620989998,574345,270109,3797734,203253,4000987,,,,
HHV,HASTC,0.83,21.2,58%,254%,1.36,227009090,227009090,0,2419375,3995360071,1231795,189240,7443787,24983290,32427077,,,,
HID,HOSE,0.21,27.0,79%,163%,1.54,58765032,58765032,0,14700000,332610072,338298,16019,764337,803685,1568022,,,,
HIG,HASTC,0.07,132.9,29%,48%,1.85,21277434,21918232,640798,4379662,203839562,709480,9652,306207,285931,592138,,,,
HII,HOSE,1697.00,0.0,5%,13%,1.30,32027500,32027500,0,0,509237238,4576228,54337,593462,1055566,1649028,,,,
HIZ,HASTC,3.24,15.4,184%,1227%,0.98,7500000,7500000,0,0,374250011,0,0,198039,1120937,1318977,,,,
HJC,HASTC,0.53,8.9,367%,482%,0.86,12853052,12853052,0,6205194,60409342,394080,2553,140556,43899,184455,,,,
HJS,HASTC,2.60,12.5,1463%,1663%,0.53,20999900,20999900,0,10289951,682496750,186038,54539,327898,44805,372703,,,,
HKB,HASTC,-1.19,-0.7,-1339%,-1991%,0.24,51599999,51599999,0,25283999,41280000,4090,-61156,307172,149447,456619,,,,
HKC,HASTC,7.87,4.4,2063%,3527%,0.38,2400000,2400000,0,0,84000000,0,0,53534,37987,91521,,,,
HKD-X,HASTC,0.00,0.0,0%,0%,0.00,0,0,0,0,0,0,0,,,,,,,
HKP,HASTC,0.66,31.8,819%,1304%,1.44,10320000,10320000,0,1960000,216720000,0,0,52062,30813,82875,,,,
HKT,HASTC,-0.13,-47.7,-81%,-112%,1.23,6135029,6135029,0,0,38037179,110284,0,68458,26634,95092,,,,
HLA,HASTC,-3.77,-0.2,-5830%,803%,2.52,34456293,34457793,1500,16748513,24120455,12401,0,-1618340,1841126,222786,,,,
HLB,HASTC,0.00,0.0,18%,32%,1.04,3000000,3000000,0,0,482400009,0,0,204777,149849,354626,,,,
HLC,HASTC,1.92,5.1,155%,1499%,1.15,25415200,25415200,0,12453447,246527435,2654031,0,326244,2828688,3154931,,,,
HLD,HASTC,1.81,17.8,1169%,1634%,1.21,40000000,40000000,0,9800000,1291999969,168129,0,443774,176544,620318,,,,
HLE,HASTC,1.55,2.0,255%,1339%,-0.24,2200000,2200000,0,0,6820000,112957,0,25400,107763,133164,,,,
HLG,HASTC,0.07,84.3,16%,36%,0.62,44075385,44225385,150000,21743938,260929776,2107887,0,835825,1064196,1900021,,,,
HLR,HASTC,1.84,3.3,315%,1473%,0.00,1650000,1650000,0,0,9900000,73765,1020,20646,75986,96633,,,,
HLS,HASTC,3.05,6.2,1886%,2159%,0.83,8159921,8159921,0,0,153406509,0,0,115144,16689,131833,,,,
HLT,HASTC,-4.52,-4.1,-630%,-11301%,-0.10,4031568,4031568,0,0,74584008,681864,-30796,16129,273431,289559,,,,
HLY,HASTC,-16.07,-0.8,-3368%,66260%,1.21,999810,999905,95,490000,13498718,32186,0,-2425,50133,47708,,,,
HMC,HOSE,6.00,4.1,1315%,2834%,1.19,21000000,21000000,0,10290000,514500000,3957219,0,444406,513137,957543,,,,
HMG,HASTC,0.12,71.7,79%,126%,0.80,9000000,9000000,0,0,77400003,1720500,12781,88554,52893,141447,,,,
HMH,HASTC,1.35,10.0,685%,738%,1.10,13037177,13168131,31716,6467925,177769768,94184,17635,239044,18237,257282,,,,
HMS,HASTC,3.87,6.2,255%,756%,1.30,8000000,8000000,0,0,192000000,0,0,409123,802855,1211978,,,,
HNA,HASTC,0.65,18.5,364%,544%,0.60,225659210,225659210,0,0,2707910520,720926,0,2688655,1332815,4021470,,,,
HNB,HASTC,1.14,20.0,840%,946%,1.21,9500000,9500000,0,4655000,216599993,127113,4323,105527,25870,131397,,,,
HND,HASTC,2.48,7.0,1185%,1893%,0.82,500000000,500000000,0,0,8699999809,9831875,0,6552811,3916060,10468870,,,,
HNE,HASTC,0.19,65.3,111%,152%,2.04,192600000,192600000,0,0,2388239927,0,0,2384743,885587,3270331,,,,
HNF,HASTC,1.29,14.9,217%,781%,0.91,30000000,30000000,0,9789900,576000023,1654058,0,496216,1287221,1783437,,,,
HNG,HOSE,0.02,412.5,11%,29%,1.46,1108553895,1108553895,0,375900508,9145569634,1967585,18936,8724063,14764791,23488855,,,,
HNI,HASTC,8.16,5.4,1554%,3254%,1.28,11890000,11890000,0,0,519593009,0,0,297989,326132,624122,,,,
HNM,HASTC,0.37,19.2,171%,638%,0.86,20000000,20000000,0,9800000,141999998,203823,0,115081,313954,429035,,,,
HNP,HASTC,2.47,8.1,557%,932%,-0.08,5000000,5000000,0,0,99499998,126524,0,132214,89201,221415,,,,
HNR,HASTC,-1.13,-10.6,-585%,-617%,0.00,20000000,20000000,0,0,240000000,125440,0,367850,20337,388187,,,,
HNT,HASTC,0.02,800.0,4%,18%,0.53,5500000,5500000,0,0,88000000,60199,1461,58076,189015,247091,,,,
HOM,HASTC,0.02,205.0,10%,16%,1.49,69226331,71997731,2771400,35280000,295190690,1716375,0,948284,593564,1541848,,,,
HOT,HOSE,-3.77,-8.2,-3645%,-4270%,1.36,8000000,8000000,0,3920000,246000000,13383,0,70699,12135,82833,,,,
HPB,HASTC,3.33,5.1,749%,1036%,0.78,3434400,3657200,222800,1885700,62172400,261846,14659,110363,42271,152634,,,,
HPD,HASTC,1.49,11.7,661%,1235%,0.48,8306590,8306590,0,4070229,145365325,83650,14401,100011,86773,186785,,,,
HPG,HOSE,5.47,8.4,1305%,2738%,1.41,3313064059,3313173359,109300,359146195,151743337314,103287034,18130943,66221560,72760709,138982270,,,,
HPH,HASTC,0.19,26.3,109%,158%,1.42,8400000,8400000,0,0,42000000,0,0,100272,45685,145957,,,,
HPI,HASTC,2.86,9.5,778%,10419%,1.66,80000000,80000000,0,0,2183999939,522453,0,219271,2717303,2936574,,,,
HPM,HASTC,-0.15,-78.0,-171%,-246%,0.29,3800000,3800000,0,1862000,44459999,120,0,22644,9919,32563,,,,
HPP,HASTC,12.51,5.0,1151%,2383%,1.00,8007177,8007177,0,3109196,504452151,0,0,420498,449603,870101,,,,
HPT,HASTC,2.35,4.5,411%,1608%,1.38,7961285,8116945,155660,3177423,85227922,680571,12536,105498,307408,412906,,,,
HPU,HASTC,2.05,3.1,294%,1204%,0.00,2000000,2000000,0,0,12800000,0,0,34008,105297,139305,,,,
HPW,HASTC,1.31,10.2,376%,953%,1.25,74206940,74206940,0,0,994372968,972264,0,1019994,1533286,2589537,,,,
HPX,HOSE,1.00,30.5,409%,835%,0.83,306655140,306655140,0,0,9352981770,1219775,308144,3688837,3849459,7538296,,,,
HQC,HOSE,0.02,154.0,10%,17%,1.98,476600000,476600000,0,209034000,1467927964,528703,0,4337517,2709918,7047435,,,,
HRB,HASTC,3.46,6.6,1365%,1665%,0.32,6338400,6338400,0,0,145783200,0,0,131858,28959,160817,,,,
HRC,HOSE,0.33,194.5,97%,186%,1.19,30206610,30206616,6,14801244,1939264655,194981,0,538140,489022,1027163,,,,
HRT,HASTC,-2.76,-1.3,-1376%,-4641%,2.15,80058970,80058970,0,0,296218193,1744512,0,476172,1130256,1606428,,,,
HSA,HASTC,-9.63,-7.7,-1898%,-2023%,1.01,7872727,7872727,0,0,582581798,3,5728,154365,129236,283602,,,,
HSG,HOSE,5.34,6.5,1081%,2939%,1.81,444625213,444625213,0,96304516,15539651534,35421794,2375398,8081205,13888143,21969348,,,,
HSI,HASTC,-0.24,-6.7,-73%,37938%,2.92,9771180,9885590,114410,4495640,15816944,422981,-21412,-611,316955,316344,,,,
HSL,HOSE,0.84,7.8,511%,577%,1.47,17167144,17167144,0,0,113131482,248061,14463,250569,32739,283308,,,,
HSM,HASTC,0.64,15.3,70%,257%,1.32,20500000,20500000,0,0,200900004,1320564,0,511149,1361215,1872364,,,,
HSP,HASTC,0.91,13.2,476%,598%,0.81,12027086,12027086,0,0,144325032,436941,0,183541,46980,230521,,,,
HSV,HASTC,0.50,33.2,322%,457%,0.96,5000000,5000000,0,0,83000002,75850,0,52729,17473,70201,,,,
HT1,HOSE,1.59,9.4,660%,1106%,1.26,381493911,381541911,48000,155820000,5723128665,8462870,605605,5477191,3695458,9172649,,,,
HTC,HASTC,3.84,8.5,802%,1493%,0.45,11000000,11000000,0,5145000,357500000,1614480,0,283168,244185,527353,,,,
HTE,HASTC,0.06,81.7,33%,68%,1.68,23608165,23608165,0,0,115680011,296157,0,219271,228917,448188,,,,
HTG,HASTC,1.85,10.0,329%,1204%,1.11,30612245,30612245,0,0,566326532,3006113,56715,471108,1222351,1722882,,,,
HTI,HOSE,2.41,6.3,372%,1286%,0.90,24949200,24949200,0,12225108,381722765,382745,0,467987,1151353,1619341,,,,
HTK,HASTC,0.09,114.4,19%,20%,0.39,1458710,1458710,0,0,15024713,0,0,65423,2915,68338,,,,
HTL,HOSE,2.66,6.5,941%,1660%,1.21,12000000,12000000,0,5880000,206400009,858417,0,192308,147068,339375,,,,
HTM,HASTC,0.00,0.0,1%,1%,2.13,220000000,220000000,0,0,3740000000,821140,219,2280434,800139,3080573,,,,
HTN,HOSE,8.80,3.8,493%,2185%,1.46,33062221,33062221,0,0,1104278232,4652586,291095,1332490,4574211,5906701,,,,
HTP,HASTC,32.73,0.7,119%,240%,1.40,1713380,1759180,45800,884440,41516649,7592,55973,2333082,2366683,4699766,,,,
HTR,HASTC,2.05,4.0,322%,1580%,-0.11,1500700,1500700,0,0,12305740,44686,-2,19459,75969,95427,,,,
HTT,HASTC,-0.48,-3.3,-374%,-606%,0.95,20000000,20000000,0,0,32000000,8209,0,157718,97935,255652,,,,
HTU,HASTC,0.29,30.3,215%,257%,0.24,16438382,16438382,0,0,144657765,113384,0,184499,36421,220919,,,,
HTV,HOSE,1.88,7.3,597%,719%,0.82,13104000,13104000,0,6420960,180835202,283525,24607,342362,69794,412156,,,,
HTW,HASTC,0.23,43.5,97%,120%,0.00,20400893,20400893,0,0,204008930,141041,0,386695,92998,479693,,,,
HU1,HOSE,0.33,25.1,53%,343%,1.35,16000000,16000000,0,4900000,132639999,563978,5249,152866,829716,982582,,,,
HU3,HOSE,0.44,18.4,168%,295%,0.94,9999944,9999944,0,4899972,80999550,145969,0,150785,114377,265162,,,,
HU4,HASTC,1.40,9.3,246%,978%,2.20,15000000,15000000,0,7350000,195000000,391122,0,214931,638551,853483,,,,
HU6,HASTC,0.42,16.7,463%,550%,1.98,11250000,11250000,0,3675000,78750000,0,0,85638,15937,101575,,,,
HUB,HOSE,3.29,7.2,824%,1338%,0.90,19057316,19057316,0,0,453564106,453440,62732,468692,292316,761008,,,,
HUG,HASTC,4.60,8.1,1247%,2176%,0.99,16259725,16259725,0,0,604861782,684969,74796,343790,256189,599978,,,,
HUT,HASTC,-0.99,-7.9,-264%,-908%,2.16,268631965,268631965,0,82524533,2095329378,824254,-266622,2936444,7161776,10098220,,,,
HUX,HASTC,0.02,500.0,13%,22%,0.00,11338648,11338648,0,0,113386480,0,0,108920,84516,193437,,,,
HVA,HASTC,0.56,11.6,499%,535%,1.74,5650000,5650000,0,2768500,36725000,102975,0,57542,4188,61730,,,,
HVG,HASTC,-2.85,-0.7,-793%,-9384%,1.03,217038291,222038291,5000000,91927804,466280390,3257077,-618052,658626,7134071,7792697,,,,
HVH,HOSE,0.97,9.2,371%,450%,1.30,21949995,21949995,0,0,194915958,394927,21223,471221,100338,571559,,www.hvcgroup.net,,
HVN,HOSE,-9.25,-2.6,-2166%,-127334%,1.19,1418290847,1418290847,0,0,34748125752,29416977,-13120226,1030378,59549685,60580063,,,,
HVT,HASTC,2.97,12.0,779%,1394%,0.72,10988059,10988059,0,3845898,391174884,734537,0,233981,184683,418664,,,,
HVX,HOSE,0.10,49.0,52%,92%,1.95,41525250,38525250,0,19580401,188773729,611859,0,439605,336049,775654,,,,
HWS,HASTC,1090.00,0.0,5%,10%,0.67,87600000,87600000,0,0,1077480017,558648,0,977812,937634,1915447,,,,
I10,HASTC,0.40,2.0,299%,-1325%,0.00,3500000,3500000,0,1715000,2800000,27642,22,-10606,57604,46998,,,,
IBC,HOSE,0.75,28.8,186%,581%,0.51,81589735,81589735,0,0,1762338307,1796686,0,1053943,2411358,3465302,,,,
IBD,HASTC,0.91,13.4,791%,829%,-0.17,9000000,9000000,0,0,109799998,24671,0,98643,4732,103375,,,,
IBN,HASTC,0.17,70.6,77%,86%,0.00,1776800,1776800,0,0,21321600,0,0,34502,3570,38071,,,,
ICC,HASTC,3.79,8.3,416%,957%,0.67,3800000,3800000,0,1862000,119700000,0,0,150635,195690,346325,,,,
ICF,HASTC,-0.18,-17.2,-94%,-270%,2.63,12807000,12807000,0,6275430,39701699,104440,0,86549,161139,247688,,,,
ICG,HASTC,0.74,9.9,445%,525%,1.59,20000000,20000000,0,9800000,146000004,36471,0,282936,50470,333406,,,,
ICI,HASTC,0.08,50.0,23%,60%,1.43,4000000,4000000,0,1960000,16000000,0,-21954,49848,81538,131386,,,,
ICN,HASTC,135.00,0.5,4%,43%,1.27,10000000,8000000,0,2450000,554400024,80370,3099,115103,1190969,1306072,,,,
ICT,HOSE,2.37,7.0,393%,1067%,1.17,32185000,32185000,0,0,532661725,1982562,0,715209,1224476,1939685,,,,
IDC,HASTC,1.14,29.5,229%,762%,1.64,300000000,300000000,0,0,10079999542,4554753,340766,4469401,10440232,14909633,,,,
IDI,HOSE,0.86,6.7,135%,336%,1.73,118088708,118088708,0,88988738,679010071,6280959,101437,3019796,4507359,7527155,,,,
IDJ,HASTC,1.57,8.5,384%,1356%,1.67,66830000,66830000,0,15974000,895521975,476449,105061,774789,1958218,2733007,,,,
IDP,HASTC,3014.00,0.0,8%,18%,0.70,58945472,58945472,0,0,6000649229,1261906,0,970361,1337817,2308179,,,,
IDV,HASTC,8.88,7.1,1274%,3591%,0.90,18351351,18351351,0,5666960,1156135113,118216,162977,453822,825904,1279726,,,,
IFC,HASTC,-0.25,-27.6,-240%,-246%,1.86,9000000,9000000,0,1470000,62100001,37486,5205,91975,2006,93981,,,,
IFS,HASTC,1.12,19.6,841316%,972693%,1.08,87140984,87140984,0,3368926,1917101648,1206481,0,999,156,1155,,,,
IHK,HASTC,0.97,14.0,423%,740%,0.57,2141928,2141928,0,1049544,29130222,190123,1132,26707,32071,58777,,,,
IJC,HOSE,3948.00,0.0,8%,16%,1.88,137097323,137097323,0,134355317,3283480990,2235399,0,3363596,3240664,6604261,,,,
IKH,HASTC,0.06,131.7,22%,60%,0.00,1571000,1571000,0,0,12410900,0,0,16669,29257,45925,,,,
ILA,HASTC,0.86,6.0,476%,664%,2.36,16999993,16999993,0,0,88399960,122252,14560,219271,86947,306218,,,,
ILB,HOSE,2.66,11.0,451%,1414%,1.22,24502245,24502245,0,0,715465573,473139,65210,461100,984011,1445110,,,,
ILC,HASTC,1.53,4.1,2067%,4884%,1.66,6100391,6100391,0,1025014,37822423,110074,0,3789,42361,46151,,,,
ILS,HASTC,0.36,54.2,172%,310%,2.52,36000000,36000000,0,0,702000000,305198,12865,415038,331295,746333,,,,
IME,HASTC,0.16,250.0,102%,223%,0.32,3599948,3599948,0,1657175,143997920,26785,869,26100,30696,56795,,,,
IMP,HOSE,3.28,21.7,963%,1187%,0.89,64236070,64236070,0,14181896,4567184479,1410419,0,1772342,412170,2184511,,,,
IN4,HASTC,6.80,14.7,1699%,2186%,0.00,1200000,1200000,0,543000,120000000,35493,3661,37343,10686,48029,,,,
INC,HASTC,1.25,8.3,666%,858%,1.16,1800000,1800000,0,980000,18719999,24371,0,26136,7531,33667,,,,
INN,HASTC,3.86,8.3,883%,1290%,0.90,18000000,18000000,0,5292000,576000000,1266952,0,538350,248547,786896,,,,
INR-X,HASTC,0.00,0.0,0%,0%,0.00,0,0,0,0,0,0,0,,,,,,,
IPA,HASTC,3.12,11.9,461%,1310%,1.98,89098248,89098248,0,29101665,3305544865,241916,278290,2124649,3915178,6039828,,,,
IPH,HASTC,4.24,16.3,61%,160%,0.00,38431,38431,0,0,2651739,0,0,10195,16334,26530,,,,
IRC,HASTC,5.40,1.7,813%,838%,0.00,2955300,2955300,0,0,27779819,28210,0,190586,5779,196364,,,,
ISG,HASTC,-5.64,-1.0,-941%,1056%,0.22,8800000,8800000,0,4312000,47520001,65775,0,-469899,997145,527246,,,,
ISH,HASTC,1.01,15.0,642%,830%,0.49,45000000,45000000,0,22050000,683999991,168194,0,549885,160628,710514,,,,
IST,HASTC,3521.00,0.0,8%,22%,1.40,12008672,12008672,0,0,336242816,324317,0,192797,314447,507244,,,,
ITA,HOSE,0.21,28.8,143%,178%,1.87,937303610,937883608,579998,410765520,5664816957,733773,192343,10830011,2667664,13497674,,,,
ITC,HOSE,1.83,6.9,319%,734%,1.09,78845574,79285934,440360,33852477,1006931347,1091836,144337,1965847,2561072,4526919,,,,
ITD,HOSE,1.84,9.4,592%,1036%,1.13,19064798,19064798,0,7509238,330774253,595378,35737,339343,254058,593401,,,,
ITQ,HASTC,0.12,42.5,64%,111%,2.15,23843305,23843305,0,11683219,121600853,506190,0,255955,187672,443627,,,,
ITS,HASTC,0.14,27.9,18%,89%,2.86,16200000,16200000,0,3728051,63180002,2126633,0,262474,1049044,1311518,,,,
IVS,HASTC,0.35,24.3,354%,357%,2.02,69350000,69350000,0,7889000,589475000,36317,24424,683909,6696,690604, Hà Nội,(84.24) 35730073,024 3573 0088,https://www.ivs.vn/
JOS,HASTC,-1.22,-2.1,-796%,690%,0.26,15322723,15322723,0,0,39839078,317926,0,-270932,505667,234735,,,,
JPY-X,HASTC,0.00,0.0,0%,0%,0.00,0,0,0,0,0,0,0,,,,,,,
JVC,HOSE,-0.68,-5.7,-1222%,-1687%,1.69,112500171,112500171,0,55125083,436500676,411627,0,454719,173514,628233,,,,
KAC,HASTC,0.16,55.6,72%,116%,0.39,23999999,23999999,0,11759999,213599982,77111,0,317855,220009,537864,,,,
KBC,HOSE,1.63,19.7,299%,665%,1.71,463809856,469760511,5950655,233098471,15079311686,3600679,756405,11367534,13911873,25279407,,,,
KBE,HASTC,2.84,6.0,996%,1623%,-0.12,1231060,1231060,0,603219,20928020,126248,290,21566,13575,35141,,,,
KCB,HASTC,0.25,33.6,211%,304%,2.22,8000000,8000000,0,3920000,67199997,92299,-4757,66890,29772,96662,,,,
KCE,HASTC,1.70,8.1,720%,848%,0.26,1500000,1500000,0,735000,20700000,40631,0,30075,5346,35422,,,,
KDC,HOSE,1.12,54.5,220%,364%,0.63,253668885,255161141,1492256,125760164,15564829601,9097805,285118,7833798,5104615,12938413,,,,
KDH,HOSE,2.08,18.5,887%,1438%,1.03,578657219,578657219,0,88200000,22220438093,4756760,1202576,8363886,5186924,13550810,,,,
KDM,HASTC,-0.18,-37.8,-135%,-160%,1.86,7100000,7100000,0,3332000,48280001,5033,0,77897,14813,92710,,,,
KGM,HASTC,0.94,8.6,214%,838%,0.69,25430000,25430000,0,0,205983010,3693398,0,283926,828720,1112646,,,,
KHA,HASTC,7.90,3.4,2893%,3094%,1.12,11416569,12768439,1351870,6918951,342194155,52961,0,291614,20261,311876,,,,
KHB,HASTC,-0.01,-220.0,-13%,-20%,2.32,29075499,29075499,0,14246994,63966099,0,0,143495,67065,210560,,,,
KHD,HASTC,1.26,7.3,682%,1429%,1.94,4894357,4894357,0,0,45028083,117978,2636,43092,47236,90327,,,,
KHL,HASTC,-0.08,-10.0,-88%,-218%,1.36,12000000,12000000,0,5880000,9600000,121,0,45339,66878,112216,,,,
KHP,HOSE,-0.40,-15.9,-111%,-369%,0.97,54571016,56071016,1500000,20360135,355490250,4390639,0,586033,1355292,1941325,,,,
KHS,HASTC,2.56,7.9,489%,1402%,1.09,12090969,12090969,0,0,244237583,1165372,30932,220574,412131,632705,,,,
KHW,HASTC,1.24,13.6,622%,1078%,0.26,26000000,26000000,0,0,439399990,335215,0,298001,218779,516780,,,,
KIP,HASTC,0.18,54.4,67%,98%,1.32,9800000,9800000,0,2234400,96040002,294018,3195,178568,81802,260370,,,,
KKC,HASTC,4.11,7.4,1792%,2662%,1.92,5200000,5200000,0,2548000,159120002,491699,0,80196,38941,119137,,,,
KLB,HASTC,1.82,11.7,98%,1363%,1.41,332391592,332391592,0,0,7079940656,5099550,605388,4442805,57499254,61942059,,,,
KLF,HASTC,0.03,120.0,25%,33%,2.17,165352561,165352561,0,81022754,595269204,946626,0,1731781,574400,2306181,,,,
KLM,HASTC,0.00,0.0,0%,0%,0.15,3885000,3885000,0,0,76146001,0,0,40431,21693,62124,,,,
KMR,HOSE,0.03,259.7,16%,30%,1.63,56881443,56881443,0,48881443,443106439,417718,0,604360,507163,1111522,,,,
KMT,HASTC,0.99,9.6,140%,836%,0.28,10929684,10929684,0,4824815,103831998,2116416,0,129538,645864,775401,,,,
KOS,HOSE,0.18,158.9,114%,169%,0.52,165031335,165031335,0,0,4719896244,1350079,0,1728346,820099,2548445,,,,
KPF,HOSE,1.67,5.9,174%,1262%,1.25,19819641,19819641,0,7644000,196214438,40000,33139,262546,1641176,1903722,,,,
KRW-X,HASTC,0.00,0.0,0%,0%,0.00,0,0,0,0,0,0,0,,,,,,,
KSB,HOSE,5.01,4.7,827%,1968%,1.64,63797678,64133078,335400,11466000,1503920728,1274243,0,1625110,2239388,3864497,,,,
KSD,HASTC,-0.47,-7.9,-527%,-570%,1.50,12000000,12000000,0,5880000,44400001,18832,0,99968,8046,108014,,,,
KSE,HASTC,0.84,34.5,519%,610%,0.71,1476000,1476000,0,0,42804000,0,0,20277,3541,23818,,,,
KSH,HASTC,-0.01,-220.0,-12%,-12%,3.14,57509675,57509675,0,13746215,126521288,1,-610,509218,16892,526110,,,,
KSK,HASTC,-0.01,-70.0,-11%,-15%,2.48,23888000,23888000,0,11705120,16721600,258,0,221857,99826,321682,,,,
KSQ,HASTC,-0.05,-64.0,-50%,-51%,2.31,30000000,30000000,0,14700000,96000001,38378,0,318327,4248,322574,http://cnccapital.com.vn/,,,
KST,HASTC,2.59,8.8,605%,1117%,0.09,2996010,2996010,0,1468044,68309026,229770,0,69545,58782,128327,,,,
KSV,HASTC,1.53,20.3,335%,1171%,1.30,200000000,200000000,0,98000000,6200000000,6410743,306548,2616844,6529263,9146107,,,,
KTB,HASTC,0.00,0.0,2%,3%,0.00,40200000,40200000,0,19363580,76379999,157912,1454,412891,135479,548369,,,,
KTC,HASTC,1.34,8.2,321%,1156%,1.32,36473833,36473833,0,0,401212163,5291999,48809,422074,1097143,1519217,,,,
KTL,HASTC,3.14,8.4,590%,1635%,1.26,19200000,19200000,0,6519500,508800000,966537,0,368551,653099,1021650,,,,
KTS,HASTC,0.61,23.4,69%,191%,1.59,5070000,5070000,0,2484300,72501001,248301,0,160446,287344,447790,,,,
KTT,HASTC,0.49,16.1,106%,414%,1.61,2955000,2955000,0,1447950,23344500,123865,322,35109,101914,137023,,,,
KVC,HASTC,-0.82,-3.7,-582%,-787%,2.71,49500000,49500000,0,24255000,148500000,298410,0,513920,181186,695106,,,,
L10,HOSE,1.92,7.9,181%,735%,1.45,9690000,9790000,100000,4846100,149297500,1321382,0,253279,774593,1027872,,,,
L12,HASTC,0.52,11.9,109%,422%,0.72,7000000,7000000,0,0,43399999,182964,2964,87067,250395,337462,,,,
L14,HASTC,1339.00,0.1,6%,10%,1.53,26835241,24395674,0,1689520,1805279876,109650,35920,355244,203524,558768,,,,
L18,HASTC,0.45,35.3,65%,314%,0.84,38116528,38116528,0,2646000,606052781,2123464,17291,551404,2118009,2669413,,,,
L35,HASTC,-2.97,-1.8,-494%,-2703%,0.63,3265155,3265155,0,1599925,16978805,113872,0,35893,160551,196565,,,,
L40,HASTC,2.43,14.8,467%,1269%,1.14,3600000,3600000,0,0,129600000,214208,0,72602,115221,187823,,,,
L43,HASTC,0.06,100.0,6%,45%,1.50,3500000,3500000,0,1715000,21000000,471824,0,48171,342315,390486,,,,
L44,HASTC,-2.71,-0.2,-920%,864%,0.84,3960000,3980000,20000,1960000,2388000,45594,0,-124191,240742,116550,,,,
L45,HASTC,0.01,320.0,1%,10%,1.96,4800000,4800000,0,0,15360000,224814,609,40729,481849,522578,,,,
L61,HASTC,-0.06,-110.0,-5%,-32%,1.18,7576200,7576200,0,3437350,50002919,684171,0,147073,705245,852318,,,,
L62,HASTC,0.02,260.0,3%,15%,0.69,8298243,8298243,0,2813490,43150862,263031,161,110777,469068,579844,,,,
L63,HASTC,0.03,226.7,3%,24%,1.00,8279360,8279360,0,0,56299650,0,0,107437,761295,868732,,,,
LAF,HASTC,1.90,7.8,1075%,1701%,1.58,14728019,14728019,0,7216729,217974684,392770,0,164099,95653,259753,,,,
LAI,HASTC,2.36,10.1,419%,1452%,0.66,8550000,8550000,0,4189500,203489993,862231,227245,139154,342957,482111,,,,
LAS,HASTC,0.23,59.1,142%,200%,1.58,112856400,112856400,0,38137680,1534847083,2630780,0,1282303,523881,1806184,,,,
LAW,HASTC,0.59,23.1,236%,438%,0.24,12200000,12200000,0,5978000,165920005,208372,0,163935,140136,304071,,,,
LBC,HASTC,0.00,0.0,9%,13%,-0.15,1500000,1500000,0,0,17400001,0,0,34920,16694,51614,,,,
LBE,HASTC,1.57,15.7,786%,845%,0.82,1091800,1095900,4100,539000,26959140,72976,0,20331,1522,21853,,,,
LBM,HOSE,7.61,8.1,1559%,1798%,1.00,9315000,9657500,342500,4165000,592970515,641876,70867,394193,60522,454714,,,,
LCC,HASTC,-10.77,-0.3,-1995%,1057%,0.00,5838999,5838999,0,2861109,18100896,0,0,-595212,910582,315370,,,,
LCD,HASTC,2.63,2.6,259%,1218%,0.00,1500000,1474000,0,735000,10023200,174034,0,32413,120280,152692,,,,
LCG,HOSE,3.03,3.9,611%,1866%,1.73,117248510,117248510,0,37362478,1377669992,3617149,355203,1903832,3911276,5815108,,,,
LCM,HOSE,0.16,16.7,153%,169%,2.05,24633000,24633000,0,12070170,65770112,29226,3857,227752,25123,252875,,,,
LCS,HASTC,0.01,270.0,2%,8%,1.68,7600000,7600000,0,3724000,20520000,74093,0,84829,332241,417071,,,,
LCW,HASTC,0.02,500.0,18%,20%,-0.24,21586514,21586514,0,0,215865140,35921,0,216405,16630,233035,,,,
LDG,HOSE,0.05,119.4,20%,38%,1.56,240212451,240212451,0,36750000,1434068282,1441527,11842,3104712,2702797,5807509,,,,
