<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>,<Open>,<High>,<Low>,<Close>,<VolumeDeal>,<VolumeFB>,<VolumeFS>
000001.SS,20140213,2106.9299,2122.8301,2096.9700,2098.3999,146500,2106.9299,2122.8301,2096.9700,2098.3999,0,0,0
000001.SS,20140212,2103.8301,2110.8999,2096.5100,2109.9600,126300,2103.8301,2110.8999,2096.5100,2109.9600,0,0,0
000001.SS,20140211,2086.1799,2111.0601,2082.5200,2103.6699,142200,2086.1799,2111.0601,2082.5200,2103.6699,0,0,0
000001.SS,20140210,2049.9800,2087.9800,2049.9800,2086.0701,124300,2049.9800,2087.9800,2049.9800,2086.0701,0,0,0
000001.SS,20140207,2022.3199,2044.7300,2014.7000,2044.5000,73600,2022.3199,2044.7300,2014.7000,2044.5000,0,0,0
000001.SS,20140130,2045.9301,2045.9301,2031.4700,2033.0800,62600,2045.9301,2045.9301,2031.4700,2033.0800,0,0,0
000001.SS,20140129,2042.1801,2051.5801,2039.7700,2049.9099,73900,2042.1801,2051.5801,2039.7700,2049.9099,0,0,0
000001.SS,20140128,2036.4000,2047.1300,2026.9900,2038.5100,72500,2036.4000,2047.1300,2026.9900,2038.5100,0,0,0
000001.SS,20140127,2044.2700,2044.8500,2029.6300,2033.3000,88800,2044.2700,2044.8500,2029.6300,2033.3000,0,0,0
000001.SS,20140124,2037.6700,2060.9900,2034.4500,2054.3899,92900,2037.6700,2060.9900,2034.4500,2054.3899,0,0,0
000001.SS,20140123,2048.3301,2052.5300,2039.0500,2042.1801,84200,2048.3301,2052.5300,2039.0500,2042.1801,0,0,0
000001.SS,20140122,2009.9700,2052.3401,2008.9301,2051.7500,98900,2009.9700,2052.3401,2008.9301,2051.7500,0,0,0
000001.SS,20140121,1992.0200,2014.1500,1992.0200,2008.3101,59800,1992.0200,2014.1500,1992.0200,2008.3101,0,0,0
000001.SS,20140120,2001.8900,2005.9399,1984.8199,1991.2500,56300,2001.8900,2005.9399,1984.8199,1991.2500,0,0,0
000001.SS,20140117,2017.5200,2017.8700,2001.3300,2004.9500,67300,2017.5200,2017.8700,2001.3300,2004.9500,0,0,0
000001.SS,20140116,2022.5400,2034.7100,2014.4100,2023.7000,72800,2022.5400,2034.7100,2014.4100,2023.7000,0,0,0
000001.SS,20140115,2024.2300,2027.4100,2010.2000,2023.3500,67400,2024.2300,2027.4100,2010.2000,2023.3500,0,0,0
000001.SS,20140114,2007.1600,2027.4301,2001.1400,2026.8400,70400,2007.1600,2027.4301,2001.1400,2026.8400,0,0,0
000001.SS,20140113,2014.9800,2027.1801,2000.4000,2009.5601,66500,2014.9800,2027.1801,2000.4000,2009.5601,0,0,0
000001.SS,20140110,2023.5400,2029.3000,2008.0100,2013.3000,75600,2023.5400,2029.3000,2008.0100,2013.3000,0,0,0
000001.SS,20140109,2041.7700,2057.2000,2026.4500,2027.6200,75900,2041.7700,2057.2000,2026.4500,2027.6200,0,0,0
000001.SS,20140108,2047.2600,2062.9500,2037.1100,2044.3400,71600,2047.2600,2062.9500,2037.1100,2044.3400,0,0,0
000001.SS,20140107,2034.2200,2052.2800,2029.2500,2047.3199,63400,2034.2200,2052.2800,2029.2500,2047.3199,0,0,0
000001.SS,20140106,2078.6799,2078.6799,2034.0100,2045.7100,89600,2078.6799,2078.6799,2034.0100,2045.7100,0,0,0
000001.SS,20140103,2101.5400,2102.1699,2075.8999,2083.1399,84500,2101.5400,2102.1699,2075.8999,2083.1399,0,0,0
000001.SS,20140102,2112.1299,2113.1101,2101.0200,2109.3899,68500,2112.1299,2113.1101,2101.0200,2109.3899,0,0,0
000001.SS,20131231,2090.6799,2120.2700,2087.4199,2115.9800,80500,2090.6799,2120.2700,2087.4199,2115.9800,0,0,0
000001.SS,20131230,2108.8799,2112.0100,2095.0601,2097.5300,74100,2108.8799,2112.0100,2095.0601,2097.5300,0,0,0
000001.SS,20131227,2074.5901,2110.3601,2069.5901,2101.2500,76800,2074.5901,2110.3601,2069.5901,2101.2500,0,0,0
000001.SS,20131226,2102.6599,2102.6599,2070.5500,2073.1001,78500,2102.6599,2102.6599,2070.5500,2073.1001,0,0,0
000001.SS,20131225,2095.0200,2107.2300,2088.3000,2106.3501,65200,2095.0200,2107.2300,2088.3000,2106.3501,0,0,0
000001.SS,20131224,2094.0701,2111.8000,2079.8101,2092.9099,70300,2094.0701,2111.8000,2079.8101,2092.9099,0,0,0
000001.SS,20131223,2089.5400,2099.5200,2068.5400,2089.7100,68100,2089.5400,2099.5200,2068.5400,2089.7100,0,0,0
000001.SS,20131220,2128.3701,2131.7400,2082.8501,2084.7900,86800,2128.3701,2131.7400,2082.8501,2084.7900,0,0,0
000001.SS,20131219,2153.6699,2159.1399,2126.2500,2127.7900,73100,2153.6699,2159.1399,2126.2500,2127.7900,0,0,0
000001.SS,20131218,2150.4099,2156.5901,2142.6201,2148.2800,64200,2150.4099,2156.5901,2142.6201,2148.2800,0,0,0
000001.SS,20131217,2161.5400,2165.5400,2146.3101,2151.0801,78600,2161.5400,2165.5400,2146.3101,2151.0801,0,0,0
000001.SS,20131216,2197.2300,2201.7000,2159.9900,2160.8601,101400,2197.2300,2201.7000,2159.9900,2160.8601,0,0,0
000001.SS,20131213,2188.2600,2204.6399,2183.8401,2196.0701,85100,2188.2600,2204.6399,2183.8401,2196.0701,0,0,0
000001.SS,20131212,2199.3201,2214.5500,2194.8999,2202.8000,86100,2199.3201,2214.5500,2194.8999,2202.8000,0,0,0
000001.SS,20131211,2228.6299,2228.6299,2193.1599,2204.1699,109400,2228.6299,2228.6299,2193.1599,2204.1699,0,0,0
000001.SS,20131210,2239.8601,2250.5000,2231.6799,2237.4900,109000,2239.8601,2250.5000,2231.6799,2237.4900,0,0,0
000001.SS,20131209,2241.7900,2249.1699,2231.7300,2238.2000,93300,2241.7900,2249.1699,2231.7300,2238.2000,0,0,0
000001.SS,20131206,2242.5601,2248.1499,2228.6299,2237.1101,103700,2242.5601,2248.1499,2228.6299,2237.1101,0,0,0
000001.SS,20131205,2252.7200,2255.2600,2239.1399,2247.0601,122000,2252.7200,2255.2600,2239.1399,2247.0601,0,0,0
000001.SS,20131204,2219.9700,2260.8701,2215.9199,2251.7600,157300,2219.9700,2260.8701,2215.9199,2251.7600,0,0,0
000001.SS,20131203,2196.8201,2227.9299,2193.2500,2222.6699,113500,2196.8201,2227.9299,2193.2500,2222.6699,0,0,0
000001.SS,20131202,2203.1201,2231.9199,2172.6299,2207.3701,174300,2203.1201,2231.9199,2172.6299,2207.3701,0,0,0
000001.SS,20131129,2221.6201,2224.9399,2212.2600,2220.5000,107000,2221.6201,2224.9399,2212.2600,2220.5000,0,0,0
000001.SS,20131128,2204.3799,2234.3899,2202.6201,2219.3701,134500,2204.3799,2234.3899,2202.6201,2219.3701,0,0,0
000001.SS,20131127,2181.7300,2207.6201,2176.8501,2201.0701,115400,2181.7300,2207.6201,2176.8501,2201.0701,0,0,0
000001.SS,20131126,2184.3301,2192.5801,2176.1799,2183.0701,100500,2184.3301,2192.5801,2176.1799,2183.0701,0,0,0
000001.SS,20131125,2186.0601,2209.1499,2181.4199,2186.1101,108300,2186.0601,2209.1499,2181.4199,2186.1101,0,0,0
000001.SS,20131122,2206.4700,2211.0701,2188.7700,2196.3799,113800,2206.4700,2211.0701,2188.7700,2196.3799,0,0,0
000001.SS,20131121,2197.0100,2206.5300,2177.7400,2205.7700,137200,2197.0100,2206.5300,2177.7400,2205.7700,0,0,0
000001.SS,20131120,2201.4700,2207.1001,2186.6399,2206.6101,119000,2201.4700,2207.1001,2186.6399,2206.6101,0,0,0
000001.SS,20131119,2198.3201,2203.3000,2186.1101,2193.1201,125000,2198.3201,2203.3000,2186.1101,2193.1201,0,0,0
000001.SS,20131118,2147.3701,2198.3201,2143.7700,2197.2200,157500,2147.3701,2198.3201,2143.7700,2197.2200,0,0,0
000001.SS,20131115,2100.8999,2153.2100,2100.7900,2135.8301,125900,2100.8999,2153.2100,2100.7900,2135.8301,0,0,0
000001.SS,20131114,2087.1201,2102.3799,2078.9900,2100.5100,83800,2087.1201,2102.3799,2078.9900,2100.5100,0,0,0
000001.SS,20131113,2117.8899,2117.9099,2086.0100,2087.9399,88300,2117.8899,2117.9099,2086.0100,2087.9399,0,0,0
000001.SS,20131112,2110.7200,2127.9399,2108.3999,2126.7700,79400,2110.7200,2127.9399,2108.3999,2126.7700,0,0,0
000001.SS,20131111,2103.3000,2117.2800,2093.6299,2109.4700,69700,2103.3000,2117.2800,2093.6299,2109.4700,0,0,0
000001.SS,20131108,2120.9199,2128.5801,2103.5100,2106.1299,83100,2120.9199,2128.5801,2103.5100,2106.1299,0,0,0
000001.SS,20131107,2136.6299,2141.6001,2119.1899,2129.3999,81800,2136.6299,2141.6001,2119.1899,2129.3999,0,0,0
000001.SS,20131106,2149.3899,2166.1699,2138.7800,2139.6101,100500,2149.3899,2166.1699,2138.7800,2139.6101,0,0,0
000001.SS,20131105,2139.8401,2158.1499,2124.8401,2157.2400,91900,2139.8401,2158.1499,2124.8401,2157.2400,0,0,0
000001.SS,20131104,2156.0901,2160.5801,2143.2100,2149.6299,76100,2156.0901,2160.5801,2143.2100,2149.6299,0,0,0
000001.SS,20131101,2139.8799,2157.3101,2132.6299,2149.5601,89100,2139.8799,2157.3101,2132.6299,2149.5601,0,0,0
000001.SS,20131031,2155.5100,2155.5100,2137.4700,2141.6101,108100,2155.5100,2155.5100,2137.4700,2141.6101,0,0,0
000001.SS,20131030,2126.6899,2161.9399,2121.8401,2160.4600,119600,2126.6899,2161.9399,2121.8401,2160.4600,0,0,0
000001.SS,20131029,2135.2300,2163.6599,2093.2000,2128.8601,143100,2135.2300,2163.6599,2093.2000,2128.8601,0,0,0
000001.SS,20131028,2135.8799,2140.9600,2123.0701,2133.8701,88400,2135.8799,2140.9600,2123.0701,2133.8701,0,0,0
000001.SS,20131025,2163.6899,2170.6101,2122.6799,2132.9600,113900,2163.6899,2170.6101,2122.6799,2132.9600,0,0,0
000001.SS,20131024,2178.8201,2183.4099,2159.8701,2164.3201,103000,2178.8201,2183.4099,2159.8701,2164.3201,0,0,0
000001.SS,20131023,2213.2700,2226.8501,2177.7300,2183.1101,146300,2213.2700,2226.8501,2177.7300,2183.1101,0,0,0
000001.SS,20131022,2227.3401,2227.3401,2204.2400,2210.6499,149100,2227.3401,2227.3401,2204.2400,2210.6499,0,0,0
000001.SS,20131021,2198.1101,2230.2800,2190.3899,2229.2400,136700,2198.1101,2230.2800,2190.3899,2229.2400,0,0,0
000001.SS,20131018,2188.7100,2203.2900,2184.3601,2193.7800,103700,2188.7100,2203.2900,2184.3601,2193.7800,0,0,0
000001.SS,20131017,2201.7100,2211.0300,2183.2500,2188.5400,126800,2201.7100,2211.0300,2183.2500,2188.5400,0,0,0
000001.SS,20131016,2228.1101,2228.1101,2183.3999,2193.0701,154600,2228.1101,2228.1101,2183.3999,2193.0701,0,0,0
000001.SS,20131015,2237.9299,2240.2500,2221.1399,2233.4099,153700,2237.9299,2240.2500,2221.1399,2233.4099,0,0,0
000001.SS,20131014,2232.2200,2242.9800,2226.3999,2237.7700,166000,2232.2200,2242.9800,2226.3999,2237.7700,0,0,0
000001.SS,20131011,2201.4099,2228.8701,2200.5300,2228.1499,156900,2201.4099,2228.8701,2200.5300,2228.1499,0,0,0
000001.SS,20131010,2214.4099,2214.5901,2186.4800,2190.9299,149800,2214.4099,2214.5901,2186.4800,2190.9299,0,0,0
000001.SS,20131009,2191.3899,2212.3501,2185.1799,2211.7700,130900,2191.3899,2212.3501,2185.1799,2211.7700,0,0,0
000001.SS,20131008,2171.8999,2200.0200,2161.4900,2198.2000,126700,2171.8999,2200.0200,2161.4900,2198.2000,0,0,0
000001.SS,20130930,2167.7300,2176.3000,2165.1599,2174.6699,92800,2167.7300,2176.3000,2165.1599,2174.6699,0,0,0
000001.SS,20130927,2150.9600,2165.7800,2149.5901,2160.0300,105400,2150.9600,2165.7800,2149.5901,2160.0300,0,0,0
000001.SS,20130926,2192.2300,2192.2300,2154.7200,2155.8101,140400,2192.2300,2192.2300,2154.7200,2155.8101,0,0,0
000001.SS,20130925,2206.2300,2217.9700,2193.7200,2198.5100,160200,2206.2300,2217.9700,2193.7200,2198.5100,0,0,0
000001.SS,20130924,2219.4700,2219.5400,2187.2400,2207.5300,160400,2219.4700,2219.5400,2187.2400,2207.5300,0,0,0
000001.SS,20130923,2199.3601,2223.0701,2198.3401,2221.0400,133200,2199.3601,2223.0701,2198.3401,2221.0400,0,0,0
000001.SS,20130918,2185.9399,2195.8999,2172.0400,2191.8501,115100,2185.9399,2195.8999,2172.0400,2191.8501,0,0,0
000001.SS,20130917,2230.3899,2230.9299,2184.9199,2185.5601,154500,2230.3899,2230.9299,2184.9199,2185.5601,0,0,0
000001.SS,20130916,2244.4600,2248.4700,2226.1699,2231.3999,154800,2244.4600,2248.4700,2226.1699,2231.3999,0,0,0
000001.SS,20130913,2251.4600,2259.4199,2228.4800,2236.2200,172000,2251.4600,2259.4199,2228.4800,2236.2200,0,0,0
000001.SS,20130912,2236.1699,2270.2700,2226.2900,2255.6001,209700,2236.1699,2270.2700,2226.2900,2255.6001,0,0,0
000001.SS,20130911,2244.9600,2258.0701,2233.0000,2241.2700,244300,2244.9600,2258.0701,2233.0000,2241.2700,0,0,0
000001.SS,20130910,2214.8101,2238.5500,2202.8201,2237.9800,237200,2214.8101,2238.5500,2202.8201,2237.9800,0,0,0
000001.SS,20130909,2151.3501,2218.5300,2151.3501,2212.5200,219400,2151.3501,2218.5300,2151.3501,2212.5200,0,0,0
000001.SS,20130906,2119.3301,2143.2400,2119.0200,2139.9900,143200,2119.3301,2143.2400,2119.0200,2139.9900,0,0,0
000001.SS,20130905,2125.2500,2127.8501,2115.2400,2122.4299,126500,2125.2500,2127.8501,2115.2400,2122.4299,0,0,0
000001.SS,20130904,2121.6799,2133.0000,2115.7500,2127.6201,142000,2121.6799,2133.0000,2115.7500,2127.6201,0,0,0
000001.SS,20130903,2100.4500,2123.8501,2095.4600,2123.1101,138800,2100.4500,2123.8501,2095.4600,2123.1101,0,0,0
000001.SS,20130902,2104.0901,2108.6799,2078.4600,2098.4500,149200,2104.0901,2108.6799,2078.4600,2098.4500,0,0,0
000001.SS,20130830,2097.2200,2114.3899,2089.0901,2098.3799,170000,2097.2200,2114.3899,2089.0901,2098.3799,0,0,0
000001.SS,20130829,2108.4399,2110.8899,2088.2400,2097.2300,133200,2108.4399,2110.8899,2088.2400,2097.2300,0,0,0
000001.SS,20130828,2092.3101,2113.8201,2080.8601,2101.3000,161400,2092.3101,2113.8201,2080.8601,2101.3000,0,0,0
000001.SS,20130827,2095.4399,2105.3799,2090.4299,2103.5701,126400,2095.4399,2105.3799,2090.4299,2103.5701,0,0,0
000001.SS,20130826,2061.4199,2097.3401,2056.1299,2096.4700,119900,2061.4199,2097.3401,2056.1299,2096.4700,0,0,0
000001.SS,20130823,2075.9299,2079.8501,2029.3600,2057.4600,112400,2075.9299,2079.8501,2029.3600,2057.4600,0,0,0
000001.SS,20130822,2069.3101,2083.3301,2062.3701,2067.1201,90900,2069.3101,2083.3301,2062.3701,2067.1201,0,0,0
000001.SS,20130821,2076.2700,2076.3201,2056.9099,2072.9600,87400,2076.2700,2076.3201,2056.9099,2072.9600,0,0,0
000001.SS,20130820,2081.9700,2098.9800,2066.0701,2072.5901,107400,2081.9700,2098.9800,2066.0701,2072.5901,0,0,0
000001.SS,20130819,2055.1299,2091.1299,2052.7000,2085.6001,97400,2055.1299,2091.1299,2052.7000,2085.6001,0,0,0
000001.SS,20130816,2075.9800,2198.8501,2061.6499,2068.4500,153100,2075.9800,2198.8501,2061.6499,2068.4500,0,0,0
000001.SS,20130815,2099.2800,2108.4099,2079.9700,2081.8799,99400,2099.2800,2108.4099,2079.9700,2081.8799,0,0,0
000001.SS,20130814,2109.2300,2122.9700,2093.0400,2100.1399,114400,2109.2300,2122.9700,2093.0400,2100.1399,0,0,0
000001.SS,20130813,2101.3201,2106.3999,2093.8000,2106.1599,117700,2101.3201,2106.3999,2093.8000,2106.1599,0,0,0
000001.SS,20130812,2058.4199,2102.3501,2055.7200,2101.2800,135100,2058.4199,2102.3501,2055.7200,2101.2800,0,0,0
000001.SS,20130809,2052.2400,2061.7100,2030.1300,2052.2400,95300,2052.2400,2061.7100,2030.1300,2052.2400,0,0,0
000001.SS,20130808,2044.4399,2058.5601,2037.2500,2044.9000,84100,2044.4399,2058.5601,2037.2500,2044.9000,0,0,0
000001.SS,20130807,2056.3701,2069.5601,2043.7500,2046.7800,107700,2056.3701,2069.5601,2043.7500,2046.7800,0,0,0
000001.SS,20130806,2043.6500,2066.7400,2034.9600,2060.5000,105600,2043.6500,2066.7400,2034.9600,2060.5000,0,0,0
000001.SS,20130805,2031.7200,2050.9099,2025.2300,2050.4800,85500,2031.7200,2050.9099,2025.2300,2050.4800,0,0,0
000001.SS,20130802,2039.5100,2047.0800,2025.6500,2029.4200,93600,2039.5100,2047.0800,2025.6500,2029.4200,0,0,0
000001.SS,20130801,2000.8199,2029.9301,1997.0601,2029.0699,91200,2000.8199,2029.9301,1997.0601,2029.0699,0,0,0
000001.SS,20130731,2000.7900,2015.4700,1987.8800,1993.8000,70200,2000.7900,2015.4700,1987.8800,1993.8000,0,0,0
000001.SS,20130730,1981.4500,2006.2300,1965.3600,1990.0601,77200,1981.4500,2006.2300,1965.3600,1990.0601,0,0,0
000001.SS,20130729,1997.8400,1997.8400,1969.8500,1976.3101,78700,1997.8400,1997.8400,1969.8500,1976.3101,0,0,0
000001.SS,20130726,2013.1899,2021.5699,2000.8000,2010.8500,73800,2013.1899,2021.5699,2000.8000,2010.8500,0,0,0
000001.SS,20130725,2037.3400,2045.3600,2016.4301,2021.1700,98600,2037.3400,2045.3600,2016.4301,2021.1700,0,0,0
000001.SS,20130724,2035.6899,2042.7700,2010.4200,2033.3300,106600,2035.6899,2042.7700,2010.4200,2033.3300,0,0,0
000001.SS,20130723,2008.9500,2051.5300,2005.0900,2043.8800,109600,2008.9500,2051.5300,2005.0900,2043.8800,0,0,0
000001.SS,20130722,1977.7300,2005.4700,1970.6400,2004.7600,83000,1977.7300,2005.4700,1970.6400,2004.7600,0,0,0
000001.SS,20130719,2025.3199,2035.2200,1990.2500,1992.6500,104600,2025.3199,2035.2200,1990.2500,1992.6500,0,0,0
000001.SS,20130718,2038.4000,2043.3700,2016.9000,2023.4000,92200,2038.4000,2043.3700,2016.9000,2023.4000,0,0,0
000001.SS,20130717,2061.1899,2075.8101,2043.2300,2044.9200,103200,2061.1899,2075.8101,2043.2300,2044.9200,0,0,0
000001.SS,20130716,2054.6001,2066.3601,2038.5400,2065.7200,96800,2054.6001,2066.3601,2038.5400,2065.7200,0,0,0
000001.SS,20130715,2046.1200,2076.6699,2037.2500,2059.3899,101400,2046.1200,2076.6699,2037.2500,2059.3899,0,0,0
000001.SS,20130712,2068.0400,2074.8601,2036.0500,2039.4900,121200,2068.0400,2074.8601,2036.0500,2039.4900,0,0,0
000001.SS,20130711,2011.0200,2092.8701,2010.4000,2072.9900,160000,2011.0200,2092.8701,2010.4000,2072.9900,0,0,0
000001.SS,20130710,1962.8400,2009.3600,1960.2800,2008.1300,89800,1962.8400,2009.3600,1960.2800,2008.1300,0,0,0
000001.SS,20130709,1953.6000,1969.1500,1946.3700,1965.4500,64600,1953.6000,1969.1500,1946.3700,1965.4500,0,0,0
000001.SS,20130708,1983.2100,1983.2100,1953.1200,1958.2700,84200,1983.2100,1983.2100,1953.1200,1958.2700,0,0,0
000001.SS,20130705,2006.1899,2021.5400,2002.3700,2007.2000,91400,2006.1899,2021.5400,2002.3700,2007.2000,0,0,0
000001.SS,20130704,1982.8700,2022.1400,1974.1000,2006.1000,100400,1982.8700,2022.1400,1974.1000,2006.1000,0,0,0
000001.SS,20130703,1996.5100,1996.5400,1965.5200,1994.2700,93400,1996.5100,1996.5400,1965.5200,1994.2700,0,0,0
000001.SS,20130702,1992.8900,2007.6200,1978.4301,2006.5601,86400,1992.8900,2007.6200,1978.4301,2006.5601,0,0,0
000001.SS,20130701,1965.9900,1995.9200,1957.5699,1995.2400,78000,1965.9900,1995.9200,1957.5699,1995.2400,0,0,0
000001.SS,20130628,1935.5200,1987.9800,1925.6500,1979.2100,100800,1935.5200,1987.9800,1925.6500,1979.2100,0,0,0
000001.SS,20130627,1955.1300,1980.5400,1942.3700,1950.0100,105800,1955.1300,1980.5400,1942.3700,1950.0100,0,0,0
000001.SS,20130626,1954.4700,1959.1600,1922.8199,1951.4900,101200,1954.4700,1959.1600,1922.8199,1951.4900,0,0,0
000001.SS,20130625,1948.3101,1963.5699,1849.6500,1959.5100,138200,1948.3101,1963.5699,1849.6500,1959.5100,0,0,0
000001.SS,20130624,2068.8601,2068.8601,1958.4000,1963.2300,109200,2068.8601,2068.8601,1958.4000,1963.2300,0,0,0
000001.SS,20130621,2058.9800,2085.8601,2042.8800,2073.0901,79600,2058.9800,2085.8601,2042.8800,2073.0901,0,0,0
000001.SS,20130620,2132.8101,2132.8101,2082.8201,2084.0200,77800,2132.8101,2132.8101,2082.8201,2084.0200,0,0,0
000001.SS,20130619,2150.8201,2150.8201,2115.7900,2143.4500,75400,2150.8201,2150.8201,2115.7900,2143.4500,0,0,0
000001.SS,20130618,2158.5500,2161.6799,2138.3501,2159.2900,69600,2158.5500,2161.6799,2138.3501,2159.2900,0,0,0
000001.SS,20130617,2165.9900,2169.3601,2147.0300,2156.2200,75800,2165.9900,2169.3601,2147.0300,2156.2200,0,0,0
000001.SS,20130614,2150.0601,2163.8501,2142.7800,2162.0400,77800,2150.0601,2163.8501,2142.7800,2162.0400,0,0,0
000001.SS,20130613,2190.1001,2190.1001,2126.2200,2148.3501,94400,2190.1001,2190.1001,2126.2200,2148.3501,0,0,0
000001.SS,20130607,2242.2600,2250.6299,2205.0701,2210.8999,90000,2242.2600,2250.6299,2205.0701,2210.8999,0,0,0
000001.SS,20130606,2264.4299,2266.6899,2240.0701,2242.1101,81600,2264.4299,2266.6899,2240.0701,2242.1101,0,0,0
000001.SS,20130605,2270.7100,2276.8601,2260.8701,2270.9299,76400,2270.7100,2276.8601,2260.8701,2270.9299,0,0,0
000001.SS,20130604,2297.1001,2297.1001,2264.7600,2272.4199,101800,2297.1001,2297.1001,2264.7600,2272.4199,0,0,0
000001.SS,20130603,2300.2100,2313.4299,2294.1101,2299.2500,96800,2300.2100,2313.4299,2294.1101,2299.2500,0,0,0
000001.SS,20130531,2320.7400,2325.5300,2299.3701,2300.5901,108200,2320.7400,2325.5300,2299.3701,2300.5901,0,0,0
000001.SS,20130530,2316.2500,2325.7200,2310.4900,2317.7500,112000,2316.2500,2325.7200,2310.4900,2317.7500,0,0,0
000001.SS,20130529,2323.5400,2334.3301,2321.1699,2324.0200,125200,2323.5400,2334.3301,2321.1699,2324.0200,0,0,0
000001.SS,20130528,2293.3999,2322.1001,2281.4700,2321.3201,132600,2293.3999,2322.1001,2281.4700,2321.3201,0,0,0
000001.SS,20130527,2286.6599,2301.7000,2283.9399,2293.0801,107400,2286.6599,2301.7000,2283.9399,2293.0801,0,0,0
000001.SS,20130524,2281.4500,2292.5901,2270.2500,2288.5300,101400,2281.4500,2292.5901,2270.2500,2288.5300,0,0,0
000001.SS,20130523,2293.8101,2304.9500,2274.1001,2275.6699,124000,2293.8101,2304.9500,2274.1001,2275.6699,0,0,0
000001.SS,20130522,2303.7500,2314.1799,2292.4299,2302.3999,128400,2303.7500,2314.1799,2292.4299,2302.3999,0,0,0
000001.SS,20130521,2297.1101,2305.3000,2290.1201,2305.1101,124200,2297.1101,2305.3000,2290.1201,2305.1101,0,0,0
000001.SS,20130520,2286.3301,2309.3899,2281.8999,2299.9900,139200,2286.3301,2309.3899,2281.8999,2299.9900,0,0,0
000001.SS,20130517,2249.8101,2288.0901,2248.4099,2282.8701,126200,2249.8101,2288.0901,2248.4099,2282.8701,0,0,0
000001.SS,20130516,2221.3401,2252.8701,2210.7700,2251.8000,110200,2221.3401,2252.8701,2210.7700,2251.8000,0,0,0
000001.SS,20130515,2217.0901,2225.1899,2213.5801,2224.8000,71800,2217.0901,2225.1899,2213.5801,2224.8000,0,0,0
000001.SS,20130514,2238.8999,2239.9299,2205.8701,2217.0100,83200,2238.8999,2239.9299,2205.8701,2217.0100,0,0,0
000001.SS,20130513,2247.6799,2250.8501,2231.3601,2241.9199,86200,2247.6799,2250.8501,2231.3601,2241.9199,0,0,0
000001.SS,20130510,2228.8201,2247.6699,2225.8101,2246.8301,90400,2228.8201,2247.6699,2225.8101,2246.8301,0,0,0
000001.SS,20130509,2246.9600,2247.8601,2221.3799,2232.9700,98600,2246.9600,2247.8601,2221.3799,2232.9700,0,0,0
000001.SS,20130508,2242.3899,2255.2100,2235.4199,2246.3000,90400,2242.3899,2255.2100,2235.4199,2246.3000,0,0,0
000001.SS,20130507,2227.8601,2240.2600,2219.4399,2235.5701,86400,2227.8601,2240.2600,2219.4399,2235.5701,0,0,0
000001.SS,20130506,2212.5000,2236.0701,2212.5000,2231.1699,92200,2212.5000,2236.0701,2212.5000,2231.1699,0,0,0
000001.SS,20130503,2179.0500,2222.8101,2179.0500,2205.5000,88600,2179.0500,2222.8101,2179.0500,2205.5000,0,0,0
000001.SS,20130502,2170.7800,2179.6499,2161.1399,2174.1201,68400,2170.7800,2179.6499,2161.1399,2174.1201,0,0,0
000001.SS,20130426,2203.8899,2210.5801,2173.8601,2177.9099,76600,2203.8899,2210.5801,2173.8601,2177.9099,0,0,0
000001.SS,20130425,2213.1899,2224.6299,2191.8501,2199.3101,96800,2213.1899,2224.6299,2191.8501,2199.3101,0,0,0
000001.SS,20130424,2187.3501,2226.1201,2184.1101,2218.3201,91600,2187.3501,2226.1201,2184.1101,2218.3201,0,0,0
000001.SS,20130423,2242.6201,2242.6201,2182.8101,2184.5400,96600,2242.6201,2242.6201,2182.8101,2184.5400,0,0,0
000001.SS,20130422,2236.3999,2245.1201,2232.2600,2242.1699,95200,2236.3999,2245.1201,2232.2600,2242.1699,0,0,0
000001.SS,20130419,2201.1201,2250.1101,2200.5801,2244.6399,109600,2201.1201,2250.1101,2200.5801,2244.6399,0,0,0
000001.SS,20130418,2181.8201,2206.0300,2175.4399,2197.6001,71600,2181.8201,2206.0300,2175.4399,2197.6001,0,0,0
000001.SS,20130417,2195.0300,2197.5100,2178.4700,2193.8000,68400,2195.0300,2197.5100,2178.4700,2193.8000,0,0,0
000001.SS,20130416,2169.6299,2196.4299,2165.7800,2194.8401,80000,2169.6299,2196.4299,2165.7800,2194.8401,0,0,0
000001.SS,20130415,2199.9099,2204.9900,2177.3899,2181.9399,71600,2199.9099,2204.9900,2177.3899,2181.9399,0,0,0
000001.SS,20130412,2218.0901,2226.2600,2204.4399,2206.7800,66800,2218.0901,2226.2600,2204.4399,2206.7800,0,0,0
000001.SS,20130411,2236.9800,2242.4800,2217.2600,2219.5500,73600,2236.9800,2242.4800,2217.2600,2219.5500,0,0,0
000001.SS,20130410,2224.9299,2233.0400,2212.5601,2226.1299,80600,2224.9299,2233.0400,2212.5601,2226.1299,0,0,0
000001.SS,20130409,2215.4700,2234.7300,2215.4700,2225.7700,82800,2215.4700,2234.7300,2215.4700,2225.7700,0,0,0
000001.SS,20130408,2196.2400,2212.5901,2180.6699,2211.5901,86200,2196.2400,2212.5901,2180.6699,2211.5901,0,0,0
000001.SS,20130403,2232.6899,2241.3401,2217.2500,2225.2900,81800,2232.6899,2241.3401,2217.2500,2225.2900,0,0,0
000001.SS,20130402,2234.8999,2253.4199,2220.4399,2227.7400,89800,2234.8999,2253.4199,2220.4399,2227.7400,0,0,0
